eval_set,range,cut,baseline,n,sparsa_mean,baseline_mean,paired_delta,ci_low,ci_high
eval-test,long,R,marinfold-exp232-decontam-m1-p02-step145199,217,0.2248035722470722,0.46202349377501456,-0.23721992152794233,-0.26478350654407584,-0.21046183163501517
eval-test,long,R,marinfold-exp199-cw-p06-cool-step290400,217,0.2248035722470722,0.5945341917549347,-0.36973061950786246,-0.39849064794261646,-0.34071723143605925
eval-test,medium,AUC,marinfold-exp232-decontam-m2-p06-step145199,217,0.9109527251076543,0.9510460036547711,-0.04009327854711681,-0.04732453766045993,-0.032941957666567365
eval-test,medium,AUC,marinfold-exp232-decontam-m1-p02-step145199,217,0.9109527251076543,0.9423261076071655,-0.0313733824995113,-0.03838524510436138,-0.024109868225887263
eval-test,medium,AUC,marinfold-exp199-cw-p06-cool-step290400,217,0.9109527251076543,0.9688259617438605,-0.057873236636206235,-0.06506396452149135,-0.05101479580323053
eval-test,medium,L,marinfold-exp232-decontam-m2-p06-step145199,217,0.11715582288918969,0.1484719236875398,-0.031316100798350094,-0.03556145001220086,-0.027191987866183626
eval-test,medium,L,marinfold-exp232-decontam-m1-p02-step145199,217,0.11715582288918969,0.14443811427444328,-0.027282291385253586,-0.031208568733310238,-0.023324347306786265
eval-test,medium,L,marinfold-exp199-cw-p06-cool-step290400,217,0.11715582288918969,0.15734897818125498,-0.0401931552920653,-0.04494762664851346,-0.03565533971180677
eval-test,medium,L/2,marinfold-exp232-decontam-m2-p06-step145199,217,0.18283545827140354,0.2675751582040092,-0.08473969993260566,-0.09501230325272675,-0.07485104769946374
eval-test,medium,L/2,marinfold-exp232-decontam-m1-p02-step145199,217,0.18283545827140354,0.2536425517101154,-0.07080709343871187,-0.0805863304630934,-0.0613537344056563
eval-test,medium,L/2,marinfold-exp199-cw-p06-cool-step290400,217,0.18283545827140354,0.29221225339232587,-0.10937679512092227,-0.12013440434765127,-0.09883787917329222
eval-test,medium,L/5,marinfold-exp232-decontam-m2-p06-step145199,217,0.29663174171815565,0.5034625598231587,-0.206830818105003,-0.22835789412887783,-0.1855324206183362
